Gene Information					FPKM					
Track_id	Gene_Name	Locus	Strand	Gene_Type	S1	S2	S3	S4	S5	S6
ENSSSCG00000018041	ALDH3A2	chr12:59936848-59954596	-	protein_coding	38.91138017	26.4392504	36.10615643	32.64797393	24.75649872	29.18770068
ENSSSCG00000018044	ALDH3A1	chr12:59897496-59905967	+	protein_coding	0.671850358	5.959164921	0.671454324	1.179091442	0.371612292	0.704157143
ENSSSCG00000018045	ULK2	chr12:59806955-59878391	+	protein_coding	25.55554202	26.39509481	26.17132868	27.54309646	23.25563637	23.21971121
ENSSSCG00000018047	FAM83G	chr12:60296820-60322650	+	protein_coding	7.759325	6.567744	5.987422	4.314461	8.063912	10.095901
ENSSSCG00000018049	SLC5A10	chr12:60281878-60396630	-	protein_coding	1.991623011	1.93591084	1.70348184	2.015473665	1.882513654	2.174846146
ENSSSCG00000018050	GRAP	chr12:60260981-60281884	+	protein_coding	1.150123595	1.252016267	1.913358244	1.051614673	0.47415123	1.410216809
ENSSSCG00000018051	COPS3	chr12:60994310-61045396	+	protein_coding	11.14534098	8.868078824	9.328605156	6.507311897	11.48152402	8.136966462
ENSSSCG00000018052	NT5M	chr12:60979499-60994582	-	protein_coding	7.066777	5.681366	6.065154	8.23141	5.562419	5.780967
ENSSSCG00000018053	MED9	chr12:60906718-60933945	-	protein_coding	3.276732	2.261343	2.648704	1.897124	2.389638	2.279535
ENSSSCG00000018055	-	chr12:60880592-60919279	+	protein_coding	7.231506038	9.569202667	6.296485466	5.093040395	5.567287899	9.193011975
ENSSSCG00000018056	SRCIN1	chr12:23495960-23570772	+	protein_coding	1.11313968	0.651543944	0.928710451	1.34859037	0.769239261	0.893690641
ENSSSCG00000018057	SOCS7	chr12:23688699-23723377	-	protein_coding	6.300758618	5.22549976	6.674814863	6.565470062	5.001535745	5.864703665
ENSSSCG00000018058	ARHGAP23	chr12:23590578-23668225	-	protein_coding	11.142044	11.333212	12.052033	12.603763	9.275534	14.442482
ENSSSCG00000018065	ND1	chrM:3922-4876	+	protein_coding	3227.984619	3347.557617	3530.202881	2917.727539	5781.32959	4019.048828
ENSSSCG00000018069	ND2	chrM:5087-6128	+	protein_coding	2470.929199	2135.337402	2456.044434	2207.921631	3830.989502	2365.543701
ENSSSCG00000018075	COX1	chrM:6511-8055	+	protein_coding	8324.910156	7751.060059	8872.053711	7204.860352	10647.96582	9405.032227
ENSSSCG00000018078	COX2	chrM:8203-8890	+	protein_coding	5208.359375	5072.785156	5799.999512	5280.374512	8086.80127	6103.40918
ENSSSCG00000018080	ATP8	chrM:8959-9162	+	protein_coding	1639.059448	2222.781006	1998.893311	3078.502197	2762.378906	2125.328369
ENSSSCG00000018081	ATP6	chrM:9120-9800	+	protein_coding	2907.73291	3347.701904	3246.957031	4163.150879	4507.061523	3623.670654
ENSSSCG00000018082	COX3	chrM:9800-10583	+	protein_coding	17082.99609	18279.26367	18933.29688	18692.29688	24908.91992	20140.34961
ENSSSCG00000018084	ND3	chrM:10653-10998	+	protein_coding	3351.736084	3355.154785	3512.567627	3070.699219	5304.45459	3894.348877
ENSSSCG00000018086	ND4L	chrM:11069-11365	+	protein_coding	1995.364624	2079.584473	1975.58252	2115.085693	3657.616943	2600.988281
ENSSSCG00000018087	ND4	chrM:11359-12736	+	protein_coding	8183.510254	10150.22559	8777.422852	12483.40234	12673.84375	9797.020508
ENSSSCG00000018091	ND5	chrM:12935-14755	+	protein_coding	3964.023926	3947.871094	3957.520752	4390.254883	5293.906738	4138.053223
ENSSSCG00000018092	ND6	chrM:14739-15266	-	protein_coding	1566.59375	2607.405518	2015.86731	3462.043457	3034.535889	2208.460693
ENSSSCG00000018094	CYTB	chrM:15342-16481	+	protein_coding	7645.015625	7965.306152	7887.770996	7618.848633	10754.92676	8604.885742
ENSSSCG00000020657	BCAM	chr6:51298753-51313335	+	protein_coding	42.56160843	43.87193165	50.95051284	45.88721227	30.62751913	37.47534582
ENSSSCG00000020663	KMT2C	chr18:4993196-5279042	+	protein_coding	20.10651145	17.43206743	18.02216764	18.98793935	18.33335351	18.54019078
ENSSSCG00000020665	TAF6L	chr2:8983825-9000122	-	protein_coding	4.178843	3.605074	3.400617	2.860445	3.499458	3.766609
ENSSSCG00000020666	EHD4	chr1:129374613-129458686	+	protein_coding	52.753452	58.962395	43.520863	51.876095	40.256611	66.084808
ENSSSCG00000020678	BANP	chr6:1421461-1495487	-	protein_coding	2.127782373	3.703418118	2.594515009	2.58133311	2.417044006	2.93890072
ENSSSCG00000020686	-	chr16:79834044-79862495	-	protein_coding	112.916819	109.4692079	110.6375476	89.97552459	87.59446548	98.25156921
ENSSSCG00000020696	HMGN4	chr7:20998957-21003136	+	protein_coding	20.758429	18.206881	20.610552	16.01326	19.259825	20.642622
ENSSSCG00000020701	TTC9	chr7:94218384-94254731	+	protein_coding	1.699174	1.253559	1.978486	1.505952	0.902815	1.810662
ENSSSCG00000020702	SENP6	chr1:90167944-90299981	-	protein_coding	11.26209489	11.96427776	13.07397388	14.71668518	11.85502228	11.55935026
ENSSSCG00000020705	MAP3K8	chr10:40713847-40746630	-	protein_coding	0.548736411	0.817441864	0.695021702	1.144111922	1.081752461	0.827063596
ENSSSCG00000020706	-	chr13:199600314-199736808	+	protein_coding	3.451060697	3.041170621	3.934078053	4.166047347	3.64539842	2.879495344
ENSSSCG00000020710	PRDM2	chr6:73117221-73239452	+	protein_coding	7.979707203	9.008482667	8.26755132	8.287392349	8.549299511	8.604892336
ENSSSCG00000020711	RAB33B	chr8:87545110-87570545	-	protein_coding	3.614528108	3.074826363	3.112029967	2.591531333	1.101787319	2.755749051
ENSSSCG00000020715	GOLGA7	chr17:10623707-10644311	+	protein_coding	2.695202071	4.139719006	3.042331131	3.464441361	3.314278998	5.163554535
ENSSSCG00000020717	FAM160A1	chr8:77328621-77602074	-	protein_coding	18.22203751	15.71673452	13.93529408	12.26392519	11.76746677	15.84278498
ENSSSCG00000020720	IRAG1	chr2:48745371-48930885	+	protein_coding	22.84888114	23.93542049	23.34869384	24.48439956	21.17338805	21.38402604
ENSSSCG00000020725	ERBB3	chr5:21431656-21496279	+	protein_coding	9.218809306	9.205110145	8.848203228	7.381978846	10.72609664	9.242798334
ENSSSCG00000020743	RABGAP1	chr1:263847015-264030574	+	protein_coding	17.41925136	19.02584625	18.17734166	17.81995222	19.55734342	22.04742925
ENSSSCG00000020744	DUSP3	chr12:19336354-19349734	+	protein_coding	38.79859265	32.56079017	45.15498269	28.76710985	30.01640763	37.15085425
ENSSSCG00000020754	POLR1G	chr6:51781347-51785106	+	protein_coding	4.429144	4.130139	3.454428	4.163635	3.815348	3.92343
ENSSSCG00000020758	NQO2	chr7:1792887-1806302	+	protein_coding	5.045094829	7.8651698	4.231487364	5.043319254	3.783496803	5.79802143
ENSSSCG00000020771	INHA	chr15:121580801-121586010	+	protein_coding	7.190739	3.936117	15.538245	9.978339	6.364324	13.610288
ENSSSCG00000020777	TRIOBP	chr5:10066086-10126491	-	protein_coding	5.938291616	6.154186142	6.264897691	4.269833227	4.071383002	6.398472153
ENSSSCG00000020783	SLC41A1	chr9:66473341-66499805	-	protein_coding	340.4893069	368.7903399	263.7392921	307.3818799	268.0787013	275.5584282
ENSSSCG00000020785	DES	chr15:121427103-121435424	+	protein_coding	866.9756546	884.863146	855.419213	1002.276453	1188.101772	834.4873832
ENSSSCG00000020790	-	chr15:139260476-139264212	-	protein_coding	47.841827	43.199959	39.860767	39.852173	34.848053	37.940315
ENSSSCG00000020796	SPOP	chr12:25792626-25860712	-	protein_coding	13.85742488	14.20190878	13.99270218	14.96621092	12.65113278	14.98965304
ENSSSCG00000020799	CPSF3	chr3:126868517-126905659	-	protein_coding	5.85691869	4.443666789	5.776882644	5.697790904	7.449037431	3.897641294
ENSSSCG00000020803	BRPF3	chr7:31926307-31966001	+	protein_coding	5.599638867	5.369066465	4.808897339	5.002646415	4.454550232	4.162974143
ENSSSCG00000020808	-	chr3:16843625-16858819	-	protein_coding	13.30402099	15.27479933	17.66377975	13.60708045	19.48350012	15.83253392
ENSSSCG00000020809	B3GAT3	chr2:9119656-9125062	+	protein_coding	15.17153555	17.14479446	18.37959631	14.44060508	10.94729739	13.89072872
ENSSSCG00000020813	FAM20C	chr3:163419-200460	+	protein_coding	26.337532	21.679434	22.130873	20.181311	15.510833	17.938238
ENSSSCG00000020817	RPS16	chr6:48085672-48088431	-	protein_coding	373.4313063	410.3706521	371.7402537	332.5587023	443.0257746	387.6689313
ENSSSCG00000020823	BSCL2	chr2:9052070-9064888	+	protein_coding	14.74067213	15.25614007	14.67586991	12.3037123	13.49385175	15.74123704
ENSSSCG00000020830	-	chr5:22042316-22057926	-	protein_coding	151.9331618	138.8919348	130.4470825	145.199525	148.1371478	139.3818113
ENSSSCG00000020842	TAF13	chr4:110971573-110992019	+	protein_coding	3.973745442	6.738455588	7.235494755	7.299923266	5.332215607	4.969685221
ENSSSCG00000020846	SCARA3	chr14:11367427-11410978	+	protein_coding	5.230436754	7.475423854	7.766127896	8.325053439	5.239143276	4.382063446
ENSSSCG00000020853	BTBD3	chr17:20844820-20878215	+	protein_coding	2.898373	2.292947	2.549672	2.176752	2.242165	2.7576
ENSSSCG00000020856	PPME1	chr9:8513141-8605270	+	protein_coding	11.99300988	11.45002632	12.9257248	11.37891495	10.94971807	12.11956349
ENSSSCG00000020858	KIF13A	chr7:13498222-13716757	-	protein_coding	36.44889081	40.81589351	37.57452695	45.85186511	43.12115861	40.35893537
ENSSSCG00000020868	TMEM192	chr8:43960724-43990093	+	protein_coding	2.545297155	2.113647651	2.865627921	2.702084921	2.526703805	2.912900068
ENSSSCG00000020870	DBF4	chr9:92448731-92481379	-	protein_coding	0.735232075	0.672625413	0.646459228	0.71603738	0.677839427	0.684219891
ENSSSCG00000020872	-	chr6:164315287-164321171	+	protein_coding	0.463861	1.353252	1.893736	0.677205	1.476638	1.082389
ENSSSCG00000020873	SYNGR1	chr5:8870644-8902297	-	protein_coding	9.833015292	8.931303288	7.965378595	8.747933592	7.743448398	7.604619947
ENSSSCG00000020876	RTL5	chrX:58010839-58012533	-	protein_coding	6.126058	15.066741	7.080201	10.386241	5.221634	7.373658
ENSSSCG00000020878	HNRNPLL	chr3:101753278-101802062	+	protein_coding	3.135302697	2.560561391	2.726953894	3.081342541	3.182751555	2.911881171
ENSSSCG00000020879	FBXW7	chr8:76482022-76699351	+	protein_coding	18.69345413	15.19271844	15.00349554	21.76068906	14.04226851	15.79916503
ENSSSCG00000020885	NUS1	chr1:44156778-44186194	-	protein_coding	4.123725	4.277424	4.138366	4.429159	4.608122	3.996377
ENSSSCG00000020898	ELP2	chr6:119885463-119932123	+	protein_coding	4.25039	3.437065	3.382308	2.405563	3.779197	3.826098
ENSSSCG00000020899	CDC16	chr11:79084176-79115331	+	protein_coding	2.043073431	1.609040859	1.711767683	1.881992066	1.931552536	1.616382958
ENSSSCG00000020906	GHSR	chr13:110981604-111107423	-	protein_coding	0.634200947	0.872944239	0.950313904	3.898303418	0.827652675	1.007574413
ENSSSCG00000020912	HECTD2	chr14:103095709-103182118	+	protein_coding	0.991523	1.668459	0.973945	1.233949	1.01558	1.71777
ENSSSCG00000020915	P4HA2	chr2:134502210-134595430	-	protein_coding	15.16748155	18.02815267	17.15308973	12.47819295	12.19628472	21.70771804
ENSSSCG00000020926	SDHB	chr6:75648215-75678378	-	protein_coding	120.9909444	112.746345	134.0044493	78.7318465	128.9446186	123.3628503
ENSSSCG00000020931	MSH6	chr3:92785664-92814128	-	protein_coding	3.613165478	3.299158019	3.426964803	3.293235195	3.609110178	3.60533538
ENSSSCG00000020934	SPAG11	chr15:37957488-38066223	+	protein_coding	0.555588162	0.369760012	0.638443637	0.833043712	0.275702759	0.753743273
ENSSSCG00000020945	SMDT1	chr5:6568079-6571235	-	protein_coding	80.143028	71.095039	70.931213	55.352108	67.865845	68.998466
ENSSSCG00000020954	PCGF6	chr14:114249820-114287434	-	protein_coding	1.266708	1.093607	0.895104	1.078609	0.963209	0.9093
ENSSSCG00000020962	DYNLL2	chr12:34349294-34356472	+	protein_coding	62.9909307	74.79861857	77.66570765	77.35426537	66.22977442	73.87821936
ENSSSCG00000020963	EPDR1	chr9:108418041-108447171	+	protein_coding	6.829617	12.325035	12.744102	5.849604	13.326195	11.913264
ENSSSCG00000020964	SEC22B	chr4:100880914-100906062	+	protein_coding	3.625320712	3.186880059	4.187756017	4.48049093	4.211596377	3.333006387
ENSSSCG00000020965	LYSMD1	chr4:98082540-98095322	+	protein_coding	3.386186	3.901157	3.407542	3.967265	2.975851	3.215649
ENSSSCG00000020967	-	chr12:6620423-6630163	+	protein_coding	0.597474939	0.350709084	0.796841572	0.879516154	0.83395212	1.175092569
ENSSSCG00000020976	CSRP1	chr10:23843130-23864016	-	protein_coding	8.526358074	11.19746953	10.60848236	8.728652068	7.615828696	9.664333786
ENSSSCG00000020984	LXN	chr13:98435319-98441785	-	protein_coding	1.959205	3.672754	2.688552	4.298521	3.405644	4.561706
ENSSSCG00000020987	WDR31	chr1:253945433-253966770	-	protein_coding	2.068197947	1.889269297	2.146482081	1.477484623	1.328276231	1.652281764
ENSSSCG00000021005	UBQLN1	chr10:31275868-31412935	+	protein_coding	26.24955861	25.75644222	22.60383286	19.27749105	27.69599671	26.47907148
ENSSSCG00000021007	MRPL19	chr3:67578565-67611362	-	protein_coding	4.188610742	6.299572204	4.61705921	4.834337211	5.337885314	4.193790748
ENSSSCG00000021023	SCAF4	chr13:195315309-195396199	-	protein_coding	6.313958674	6.186888835	5.594460179	6.29984283	4.884673383	7.898657465
ENSSSCG00000021024	ASB8	chr5:78526105-78534474	-	protein_coding	23.34964417	20.76519066	21.83743179	15.81355164	21.99194819	19.99562092
ENSSSCG00000021026	TMEM51	chr6:74434050-74486781	+	protein_coding	14.389792	2.150852	5.478802	4.511403	9.858644	1.529584
ENSSSCG00000021036	RAB3B	chr6:160202562-160255632	+	protein_coding	0.198042915	0.145078874	0.079498319	1.027371141	2.496933571	0.187661373
ENSSSCG00000021038	NRIP1	chr13:179824862-179915177	-	protein_coding	5.89480899	5.595663995	6.213896081	4.730469474	7.571000846	4.601248673
ENSSSCG00000021040	SLC26A11	chr12:2220683-2242290	-	protein_coding	1.969453746	1.741525689	1.131518391	1.087894257	1.377261636	1.930143423
ENSSSCG00000021041	-	chr9:66518610-66550484	-	protein_coding	4.544739675	3.259573795	6.80629436	4.433668569	7.133035152	5.333403492
ENSSSCG00000021042	BRWD1	chr13:202762509-202896536	-	protein_coding	8.969852853	8.42884409	8.335100119	10.04654985	9.202125928	9.158547634
ENSSSCG00000021059	ADORA1	chr9:113835920-113875719	+	protein_coding	3.265768	2.102282	4.033239	3.482114	2.25429	3.466107
ENSSSCG00000021060	RCBTB1	chr11:18040110-18197751	+	protein_coding	12.57922278	11.79352939	12.21023639	12.50067437	10.58793191	11.57685045
ENSSSCG00000021065	NAA60	chr3:38755420-38782056	-	protein_coding	5.586353478	5.203767843	10.88431225	10.25154424	4.58051545	5.456548427
ENSSSCG00000021067	BLVRB	chr6:48715216-48728414	-	protein_coding	10.519013	11.156919	10.692353	7.304291	9.472779	11.634429
ENSSSCG00000021068	TRAF5	chr9:131775447-131822530	-	protein_coding	0.643463	0.280202	0.393096	0.722741	0.334713	0.764965
ENSSSCG00000021069	-	chr7:22031575-22055741	+	protein_coding	1.083323	1.809702	1.39031	1.7395	1.027409	1.476151
ENSSSCG00000021072	EPG5	chr1:95498717-95616755	-	protein_coding	5.888499	4.322701	4.979397	4.719966	5.289892	4.89754
ENSSSCG00000021084	S100A6	chr4:96098283-96099685	+	protein_coding	5.682249	6.699484	5.094745	7.72861	12.01583	10.842135
ENSSSCG00000021092	FAM53C	chr2:140330055-140343206	+	protein_coding	10.92937415	8.834687274	7.634555778	8.037893103	7.339676902	8.938087001
ENSSSCG00000021106	GRIPAP1	chrX:43043029-43070669	-	protein_coding	4.188641138	3.830268206	4.915003865	5.694711038	4.727081256	4.616541812
ENSSSCG00000021118	GSPT1	chr3:31237105-31273867	+	protein_coding	15.01465744	15.38111996	15.51000074	14.89738052	16.80310979	15.55774569
ENSSSCG00000021126	SOSTDC1	chr9:85743335-85747591	-	protein_coding	0.577155496	0.083555802	0.446934686	0.468686293	0.379543861	0.625354862
ENSSSCG00000021129	PFKM	chr5:78475540-78526995	+	protein_coding	184.8742322	145.4925338	151.6956791	109.4615435	141.2600531	126.687864
ENSSSCG00000021130	RPP21	chr7:23064442-23066246	+	protein_coding	11.331679	10.814153	8.962444	7.084776	11.757964	11.743022
ENSSSCG00000021138	CEP250	chr17:38810522-38867218	+	protein_coding	5.614481517	5.412854318	6.066127224	4.593569538	5.41688437	5.226306475
ENSSSCG00000021145	AP1S1	chr3:8881107-8887566	+	protein_coding	4.838655894	5.241736034	4.653757259	4.996328048	4.027994467	4.566179599
ENSSSCG00000021149	RNF217	chr1:37788472-37912122	-	protein_coding	2.29730207	1.825093653	2.009678746	2.327457792	1.621160044	2.004538497
ENSSSCG00000021155	-	chr3:113661004-113670418	+	protein_coding	1.417593531	1.742522724	1.154918783	1.848387825	1.90047136	0.729929091
ENSSSCG00000021158	MCF2L	chr11:78408055-78505488	+	protein_coding	12.64427623	21.19476092	23.78814658	11.90652395	11.41167939	14.55583508
ENSSSCG00000021161	CKS2	chr14:904793-910291	+	protein_coding	3.067349	2.806279	2.838022	1.108215	2.303	2.873375
ENSSSCG00000021166	RPAP3	chr5:77968135-78066253	-	protein_coding	1.719115197	1.917230016	1.679085208	2.251171666	1.688253917	1.711894516
ENSSSCG00000021170	FAR1	chr2:45462209-45605107	-	protein_coding	3.169283392	4.941923472	3.839528031	4.949185962	4.025490894	4.283942775
ENSSSCG00000021176	LPXN	chr2:12534840-12582745	+	protein_coding	0.571146	0.348688	0.48668	0.458899	1.797469	0.480216
ENSSSCG00000021180	-	chr4:36845242-36852610	-	protein_coding	5.865962	7.190974	6.858908	6.950687	7.116986	6.685378
ENSSSCG00000021181	DHCR7	chr2:2377416-2391448	+	protein_coding	1.703221	1.438013	0.922118	1.522639	1.305151	1.595209
ENSSSCG00000021184	OSGIN2	chr4:46885775-46912255	-	protein_coding	2.727466541	2.683889986	2.899734545	2.772366159	2.185226917	2.915003697
ENSSSCG00000021200	-	chrX:58210192-58583186	-	protein_coding	2.823918307	3.274495633	2.784681198	3.018026052	3.036769784	2.166545194
ENSSSCG00000021203	PIK3CB	chr13:79425812-79610840	-	protein_coding	2.213695138	2.144441653	2.488387775	2.467743379	2.743842875	2.707014977
ENSSSCG00000021205	STK26	chrX:108165503-108239042	+	protein_coding	5.880649256	1.61409319	5.201665726	2.862110622	3.205850417	3.591684483
ENSSSCG00000021206	IL1RAP	chr13:127933682-128072348	+	protein_coding	1.404566487	1.355353988	2.071393182	0.981899911	1.232724287	1.155873366
ENSSSCG00000021207	HESX1	chr13:39046465-39088875	-	protein_coding	0.686863	0.748656	0.912185	1.074284	0.92859	1.163246
ENSSSCG00000021208	SELENOP	chr16:27537885-27631130	-	protein_coding	61.584961	50.119087	52.829258	49.844643	61.441025	60.48967
ENSSSCG00000021216	TCEANC2	chr6:158204024-158261729	-	protein_coding	0.710244	0.810318	0.61329	0.830758	0.65129	0.893606
ENSSSCG00000021217	FKBP3	chr1:175317556-175332788	-	protein_coding	57.95576729	64.14776213	57.58580753	68.27141678	59.7047405	54.2841927
ENSSSCG00000021220	CKB	AEMK02000452.1:2070847-2074899	-	protein_coding	6.062870307	6.441375991	8.666796863	9.498652073	3.719727967	9.914032058
ENSSSCG00000021222	-	chr3:40616643-40618155	-	protein_coding	5.690384	4.074174	8.021553	4.845796	3.864222	6.058925
ENSSSCG00000021229	MAT2B	chr16:60255357-60274085	-	protein_coding	10.06155764	10.71784791	11.60772755	12.86328715	11.41480269	11.1492069
ENSSSCG00000021232	SYNC	chr6:89006672-89026710	-	protein_coding	11.07432528	13.76115644	10.24794779	11.42101661	11.27057822	14.18665657
ENSSSCG00000021236	-	chr3:33857068-33893396	-	protein_coding	3.934677618	2.790643799	2.665183147	3.284286895	4.350936031	3.366104114
ENSSSCG00000021238	STX1B	chr3:17439581-17459516	+	protein_coding	0.640028892	0.628883085	0.949167195	0.913117308	0.497145855	0.691936618
ENSSSCG00000021250	FKBP9	chr18:40486372-40532259	-	protein_coding	28.377577	22.279709	22.392057	25.139805	28.411581	28.857721
ENSSSCG00000021255	ADA	chr17:47044495-47072245	-	protein_coding	1.30107062	0.996820601	1.532555203	1.168113914	1.669722654	2.519247022
ENSSSCG00000021258	-	chr12:52775879-52779565	+	protein_coding	0.702153	1.092302	1.041215	1.465035	0.640297	0.793206
ENSSSCG00000021259	CDA	chr6:78824284-78879462	+	protein_coding	0.524171	0.422287	0.379671	0.308264	0.383787	0.620113
ENSSSCG00000021270	THAP2	chr5:35671280-35687288	+	protein_coding	4.298512	4.78567	4.10408	4.179982	4.35084	3.746519
ENSSSCG00000021275	DDX52	chr12:39072314-39161154	-	protein_coding	1.78443	1.717684	1.631186	1.607224	1.988913	1.547541
ENSSSCG00000021284	GPR20	chr4:2404291-2408812	+	protein_coding	0.548835	0.453572	0.927518	0.536204	0.495829	0.407393
ENSSSCG00000021285	RNF216	chr3:4158448-4329386	-	protein_coding	7.456349335	6.829278207	8.053197325	7.610743152	7.209975202	8.22108281
ENSSSCG00000021287	GCFC2	chr3:67547834-67612439	+	protein_coding	1.303220693	1.073362659	0.980961607	0.765601666	1.423377268	0.892775888
ENSSSCG00000021289	GAK	chr8:240821-296958	-	protein_coding	4.22035774	3.749157983	4.696072116	3.6785598	3.172578236	3.746699179
ENSSSCG00000021292	OSBPL9	chr6:160388416-160566370	-	protein_coding	8.04575743	7.796505595	8.629399389	9.944420523	8.2073333	10.35199125
ENSSSCG00000021305	-	chrY:9564509-9613723	-	protein_coding	1.855559957	1.598691993	2.378668656	2.31833385	2.909074662	1.871927372
ENSSSCG00000021306	GJC1	chr12:18526068-18560220	+	protein_coding	1.658611388	1.56330208	2.131700424	1.979265226	1.328531843	2.089816726
ENSSSCG00000021309	TRDMT1	chr10:43434444-43516094	-	protein_coding	1.261025	1.380146	1.295705	0.99792	1.575041	1.804647
ENSSSCG00000021310	LIN9	chr10:14109767-14184586	-	protein_coding	0.91967706	0.485365052	0.255205038	0.409253121	0.805619834	0.416103617
ENSSSCG00000021319	ALG3	chr13:122141967-122158248	-	protein_coding	3.396044004	3.26171356	3.860547662	1.829782799	3.763823732	3.509181999
ENSSSCG00000021322	-	chrX:20220853-20275185	+	protein_coding	3.731404888	3.185561158	3.366213547	3.67966429	4.612978214	3.381193349
ENSSSCG00000021325	MCFD2	chr3:93591533-93633016	+	protein_coding	64.4716415	74.51982598	68.69538303	52.52352534	74.43988821	70.04714232
ENSSSCG00000021328	PCSK1N	chrX:42947686-42952221	-	protein_coding	6.546955762	5.596049436	6.001559991	4.897940423	2.462320862	4.256841357
ENSSSCG00000021333	PAK4	chr6:47869680-47914187	+	protein_coding	24.26800752	21.92762606	20.02847717	24.47372951	20.04428595	19.81846073
ENSSSCG00000021343	ZEB2	chr15:7499026-7632655	+	protein_coding	6.990170604	8.252833506	8.156898734	8.220736812	10.47986389	10.41785695
ENSSSCG00000021353	TMX4	chr17:16831932-16881330	-	protein_coding	11.64045763	11.70354194	13.35174657	5.255324751	4.736280234	12.89051675
ENSSSCG00000021354	CNOT4	chr18:13821575-14043926	+	protein_coding	5.714562146	5.439872141	5.432764166	5.559929334	6.189363189	5.782878969
ENSSSCG00000021355	SOD1	chr13:195326649-195337749	+	protein_coding	17.717854	18.548546	18.361473	17.020252	21.036451	20.543171
ENSSSCG00000021359	CDC42EP3	chr3:102538586-102567814	+	protein_coding	4.984707655	6.297160906	4.895981787	5.345263608	4.516266319	7.286616562
ENSSSCG00000021361	ZNF710	chr7:55482387-55652934	+	protein_coding	2.444632628	2.670073841	2.223464944	2.296935463	2.207242062	2.648896787
ENSSSCG00000021363	CHD3	chr12:53112230-53165653	+	protein_coding	5.265515786	5.370695943	5.886841659	6.290667355	5.194089042	6.641488229
ENSSSCG00000021371	ZNF300	chr2:151842009-151856042	-	protein_coding	1.103189741	1.664019977	1.38310439	2.033219848	2.486791303	2.267865427
ENSSSCG00000021374	-	chr6:44667801-44672239	+	protein_coding	117.9863975	132.1657893	128.9572416	110.8647598	100.2009732	114.1754752
ENSSSCG00000021380	-	chr13:133689758-133746917	+	protein_coding	5.919315	6.627872	6.491792	6.833593	7.565142699	5.89627
ENSSSCG00000021383	CGAS	chr1:92483327-92504327	+	protein_coding	0.441772	0.532983	0.575864	0.541257	0.532557	0.400486
ENSSSCG00000021386	PTGR1	chr1:252373279-252395948	-	protein_coding	1.473508	2.26794021	2.085861	3.069175	2.124641	2.457314419
ENSSSCG00000021393	TRMT1L	chr9:126300293-126392551	-	protein_coding	7.44279447	7.700419716	7.739137428	8.472769568	7.729589699	6.265602441
ENSSSCG00000021397	PODXL2	chr13:72579307-72622951	-	protein_coding	6.804749972	7.09543827	8.018935361	4.749255997	5.990931453	6.152040818
ENSSSCG00000021408	TKT	chr13:35348912-35377580	-	protein_coding	4.463848731	4.547127556	4.559842794	3.286310424	4.748325257	4.850547718
ENSSSCG00000021410	STRAP	chr5:56717200-56736862	-	protein_coding	51.03153661	49.26244463	50.93366201	44.41061005	50.79419095	48.36223874
ENSSSCG00000021411	HIST1H2BD	chr7:20821091-20829493	+	protein_coding	10.527111	8.677704	21.307415	7.211227	7.199317	16.446882
ENSSSCG00000021414	-	chr2:142874134-142877496	+	protein_coding	0.641481	1.145348	0.523709	0.592724	0.439307	0.746714
ENSSSCG00000021418	LSS	AEMK02000328.1:519609-554041	+	protein_coding	3.76758286	3.077294376	4.112855107	2.68733595	2.816997939	2.974659682
ENSSSCG00000021427	DCTN4	chr2:151677260-151783746	-	protein_coding	11.41083943	8.970993409	11.69384362	9.129859944	10.03603992	9.982052029
ENSSSCG00000021436	DFFB	chr6:65310863-65323816	+	protein_coding	0.744556734	0.556768195	0.909089776	0.58643359	0.411129584	0.477497877
ENSSSCG00000021439	CCDC66	chr13:38438701-38492439	+	protein_coding	2.579351479	2.412929041	2.830249769	3.416551384	3.068655049	3.044523293
ENSSSCG00000021443	SGK1	chr1:29625781-29753607	+	protein_coding	15.65900799	13.02348553	9.827234461	11.60060779	8.923755607	18.39977405
ENSSSCG00000021448	-	chr6:165768913-165772538	+	protein_coding	0.720828	0	0	0	0	0
ENSSSCG00000021451	CGRRF1	chr1:183876919-183903897	+	protein_coding	2.01356	2.421651	2.542444	2.465177	1.86373	1.468822
ENSSSCG00000021457	ZBTB8A	chr6:88922795-88960600	+	protein_coding	1.240129	1.601605	0.710594	0.438472	1.529275	1.897068
ENSSSCG00000021460	NYX	chrX:37080275-37105514	+	protein_coding	0.68753	0.817281	1.2597	0.437313	0.28715	0.357052
ENSSSCG00000021461	SNF8	chr12:25136232-25153016	-	protein_coding	17.2008789	18.24481239	16.50901459	16.97207668	19.06074166	15.81925511
ENSSSCG00000021464	SOAT1	chr9:121045232-121113693	+	protein_coding	0.763903	0.802077	0.687913	0.969651943	1.536973	1.180962
ENSSSCG00000021466	BMT2	chr18:32798289-32900767	+	protein_coding	3.490918	3.754926	2.765807	3.576455	2.791898	2.753768
ENSSSCG00000021467	EME2	chr3:40186846-40193957	-	protein_coding	2.807643	2.763901	2.564272	2.973912	2.701362	2.510916
ENSSSCG00000021472	POLR2E	chr2:77330686-77341903	+	protein_coding	43.28840824	38.39120843	45.05586274	35.04660656	49.76544421	48.86481775
ENSSSCG00000021475	SLC4A2	chr18:6149458-6165212	-	protein_coding	10.05079204	10.52929261	12.26898607	9.034417911	9.186528915	9.836608148
